client_id,day1_v_avg,day1_i_std,day1_t_max,day1_r_int,day2_v_avg,day2_i_std,day2_t_max,day2_r_int,day3_v_avg,day3_i_std,day3_t_max,day3_r_int,day4_v_avg,day4_i_std,day4_t_max,day4_r_int,day5_v_avg,day5_i_std,day5_t_max,day5_r_int,day6_v_avg,day6_i_std,day6_t_max,day6_r_int,day7_v_avg,day7_i_std,day7_t_max,day7_r_int,soh
6069,12.7,0.54,33.31,0.0196,12.7,0.39,33.86,0.0215,12.62,0.7,39.37,0.013,12.67,0.37,30.91,0.013,12.51,0.4,31.16,0.0151,12.69,0.77,32.12,0.013,12.6,0.85,29.33,0.013,91.5
6070,12.68,0.41,33.79,0.025,12.7,0.73,27.48,0.0142,12.57,0.6,38.83,0.013,12.63,0.84,27.11,0.013,12.65,0.7,27.88,0.013,12.62,0.45,34.21,0.0135,12.64,0.58,29.15,0.0146,91.5
6071,12.7,0.85,33.57,0.0182,12.62,0.68,28.78,0.0157,12.63,0.33,40.16,0.013,12.66,0.9,34.23,0.013,12.68,0.79,34.43,0.0136,12.7,0.47,33.47,0.019,12.59,0.86,33.66,0.013,91.5
6072,12.62,0.59,33.66,0.0148,12.7,0.73,34.8,0.013,12.57,0.54,41.83,0.0211,12.7,0.37,33.15,0.0166,12.69,0.78,27.39,0.013,12.6,0.51,31.2,0.013,12.61,0.82,31.62,0.013,91.5
6073,12.7,0.57,32.39,0.0144,12.69,0.8,33.26,0.013,12.69,0.9,38.39,0.013,12.65,0.42,34.52,0.013,12.7,0.53,28.94,0.0166,12.62,0.45,33.65,0.0139,12.53,0.54,32.65,0.017,91.5
6074,12.7,0.43,30.17,0.0208,12.7,0.53,29.32,0.013,12.61,0.77,42.11,0.016,12.62,0.56,32.35,0.0158,12.58,0.73,32.77,0.0134,12.7,0.78,27.37,0.013,12.7,0.59,33.49,0.013,91.5
6075,12.7,0.71,32.34,0.013,12.61,0.85,33.76,0.0133,12.7,0.88,41.87,0.0239,12.7,0.46,32.14,0.013,12.7,0.64,31.19,0.0212,12.65,0.58,32.72,0.013,12.64,0.79,28.76,0.013,91.5
6076,12.66,0.89,33.67,0.017,12.63,0.36,28.12,0.0138,12.68,0.68,39.58,0.013,12.61,0.38,27.11,0.0195,12.66,0.63,33.34,0.013,12.63,0.31,30.6,0.0236,12.55,0.42,30.93,0.013,91.5
6077,12.64,0.37,29.85,0.024,12.7,0.36,32.38,0.0235,12.66,0.76,38.09,0.013,12.7,0.52,33.45,0.0176,12.64,0.48,29.15,0.0198,12.52,0.48,30.74,0.013,12.66,0.51,32.24,0.013,91.5
6078,12.66,0.82,29.32,0.013,12.7,0.37,28.64,0.0207,12.61,0.9,38.12,0.0161,12.7,0.66,29.38,0.025,12.63,0.5,29.05,0.013,12.57,0.89,29.45,0.013,12.63,0.42,33.49,0.0181,91.5
6079,12.63,0.3,29.73,0.013,12.68,0.68,31.16,0.0159,12.68,0.78,41.99,0.0136,12.58,0.44,28.19,0.013,12.59,0.53,27.59,0.013,12.65,0.57,31.54,0.013,12.58,0.41,29.91,0.013,91.5
6080,12.7,0.51,31.41,0.013,12.68,0.68,32.11,0.013,12.7,0.43,40.54,0.0143,12.64,0.49,34.02,0.013,12.59,0.64,27.95,0.013,12.66,0.57,29.45,0.0211,12.63,0.87,33.79,0.0226,91.5
6081,12.7,0.41,27.49,0.0145,12.7,0.79,32.82,0.013,12.58,0.61,40.9,0.0152,12.68,0.32,27.51,0.0185,12.59,0.4,30.94,0.013,12.7,0.54,33.53,0.0213,12.58,0.57,31.46,0.0158,91.5
6082,12.7,0.73,33.21,0.013,12.66,0.62,34.28,0.013,12.7,0.3,39.29,0.013,12.68,0.77,28.28,0.0165,12.65,0.42,29.67,0.0189,12.62,0.84,32.6,0.0201,12.59,0.65,27.22,0.013,91.5
6083,12.7,0.3,28.09,0.013,12.7,0.42,33.44,0.0183,12.63,0.88,41.58,0.018,12.69,0.58,33.37,0.013,12.63,0.86,31.79,0.013,12.67,0.67,32.39,0.025,12.68,0.77,30.39,0.013,91.5
6084,12.7,0.54,28.0,0.013,12.66,0.31,29.4,0.013,12.7,0.9,38.77,0.0152,12.67,0.74,28.47,0.013,12.61,0.76,28.96,0.0171,12.6,0.47,27.02,0.0157,12.66,0.41,34.29,0.013,91.5
6085,12.7,0.45,28.53,0.0158,12.7,0.77,33.9,0.013,12.63,0.5,40.88,0.0223,12.64,0.75,29.57,0.0189,12.67,0.77,34.72,0.0185,12.52,0.73,34.58,0.013,12.57,0.39,34.4,0.013,91.5
6086,12.68,0.42,31.64,0.013,12.62,0.47,27.54,0.013,12.7,0.41,38.52,0.013,12.62,0.78,27.51,0.0154,12.58,0.31,34.05,0.013,12.62,0.79,34.38,0.013,12.59,0.73,32.35,0.0189,91.5
6087,12.68,0.81,29.29,0.013,12.7,0.76,32.89,0.013,12.7,0.75,41.96,0.0182,12.7,0.46,33.87,0.0163,12.61,0.3,30.41,0.013,12.67,0.88,29.45,0.0134,12.6,0.34,31.9,0.013,91.5
6088,12.62,0.41,29.95,0.02,12.58,0.41,30.86,0.0179,12.62,0.3,41.65,0.0169,12.65,0.52,33.92,0.013,12.7,0.69,33.68,0.0142,12.7,0.61,32.52,0.013,12.64,0.57,32.89,0.0165,91.5
6089,12.7,0.5,34.54,0.013,12.63,0.4,30.54,0.013,12.62,0.62,41.68,0.013,12.66,0.78,32.64,0.0144,12.6,0.85,28.23,0.0154,12.68,0.9,33.96,0.013,12.56,0.84,29.56,0.0159,91.5
6090,12.7,0.46,33.69,0.0166,12.7,0.43,32.6,0.013,12.66,0.47,42.06,0.013,12.63,0.56,34.75,0.013,12.7,0.81,32.36,0.013,12.57,0.41,33.02,0.013,12.7,0.75,28.21,0.0212,91.5
6091,12.7,0.59,33.93,0.0131,12.69,0.43,27.4,0.013,12.62,0.35,39.1,0.0217,12.69,0.36,33.99,0.013,12.7,0.78,33.65,0.0155,12.7,0.78,32.49,0.0196,12.65,0.62,29.28,0.0212,91.5
6092,12.7,0.61,31.68,0.013,12.65,0.51,33.96,0.0203,12.59,0.4,41.81,0.013,12.7,0.79,34.0,0.013,12.62,0.38,28.93,0.0164,12.7,0.86,28.52,0.0151,12.53,0.68,32.86,0.0189,91.5
6093,12.69,0.37,33.92,0.0167,12.62,0.47,29.03,0.0166,12.7,0.49,40.94,0.013,12.67,0.54,27.82,0.013,12.57,0.85,32.5,0.0148,12.7,0.83,30.81,0.013,12.68,0.3,30.69,0.013,91.5
6094,12.66,0.43,33.25,0.013,12.66,0.9,33.55,0.013,12.57,0.69,41.45,0.0183,12.65,0.54,28.19,0.0206,12.68,0.8,31.8,0.013,12.7,0.57,29.91,0.013,12.68,0.87,33.59,0.02,91.5
6095,12.7,0.5,34.59,0.0152,12.7,0.3,29.54,0.013,12.7,0.78,39.61,0.013,12.7,0.49,34.5,0.0139,12.62,0.89,28.47,0.0133,12.64,0.71,30.05,0.0145,12.57,0.33,33.49,0.013,91.5
6096,12.7,0.39,27.53,0.0158,12.7,0.81,32.89,0.013,12.65,0.78,41.25,0.013,12.7,0.65,31.58,0.013,12.65,0.48,33.77,0.013,12.66,0.7,29.63,0.013,12.66,0.76,27.53,0.0187,91.5
6097,12.64,0.81,27.34,0.0172,12.7,0.58,34.36,0.013,12.69,0.46,41.09,0.013,12.66,0.39,29.73,0.013,12.68,0.32,34.62,0.013,12.66,0.9,32.64,0.0163,12.59,0.9,28.02,0.0171,91.5
6098,12.7,0.79,28.37,0.013,12.6,0.35,32.51,0.013,12.7,0.46,41.23,0.0154,12.67,0.6,30.61,0.0147,12.63,0.68,31.67,0.0143,12.63,0.78,27.57,0.013,12.66,0.33,27.73,0.013,91.5
6099,12.7,0.64,34.42,0.013,12.69,0.38,28.85,0.013,12.7,0.38,39.36,0.013,12.65,0.85,27.87,0.013,12.62,0.66,33.42,0.013,12.53,0.76,32.38,0.013,12.58,0.36,31.59,0.013,91.5
6100,12.66,0.45,31.81,0.013,12.7,0.62,32.6,0.013,12.64,0.67,39.11,0.013,12.63,0.9,32.32,0.0167,12.57,0.77,29.36,0.0176,12.62,0.35,28.26,0.013,12.55,0.31,34.33,0.0146,91.5
6101,12.67,0.69,30.38,0.013,12.7,0.44,32.6,0.013,12.7,0.53,41.75,0.0171,12.63,0.57,27.78,0.013,12.53,0.84,29.79,0.0173,12.58,0.52,27.5,0.0132,12.59,0.4,28.31,0.0157,91.5
6102,12.7,0.87,31.08,0.0139,12.69,0.48,34.36,0.0169,12.58,0.69,39.7,0.016,12.7,0.41,28.31,0.013,12.7,0.89,33.23,0.0165,12.58,0.42,28.89,0.0148,12.59,0.76,28.32,0.0147,91.5
6103,12.64,0.59,33.58,0.0204,12.62,0.58,29.04,0.0169,12.68,0.88,41.36,0.0167,12.61,0.3,34.17,0.0152,12.64,0.43,34.79,0.0218,12.68,0.69,30.58,0.0177,12.65,0.9,29.8,0.0244,91.5
6104,12.7,0.74,34.42,0.0222,12.64,0.74,34.74,0.013,12.7,0.3,40.95,0.013,12.65,0.82,32.54,0.013,12.65,0.43,30.59,0.016,12.63,0.54,28.79,0.0196,12.64,0.64,32.8,0.013,91.5
6105,12.66,0.81,32.84,0.013,12.7,0.56,32.51,0.013,12.65,0.65,38.79,0.0162,12.7,0.64,31.5,0.0157,12.6,0.9,30.02,0.0179,12.59,0.57,32.08,0.0151,12.6,0.58,32.12,0.0146,91.5
6106,12.7,0.67,33.06,0.0174,12.65,0.34,29.55,0.0187,12.62,0.86,38.79,0.013,12.62,0.44,30.85,0.013,12.56,0.5,28.87,0.013,12.59,0.89,34.71,0.0132,12.58,0.74,32.62,0.0149,91.5
6107,12.7,0.5,29.45,0.013,12.65,0.75,31.09,0.013,12.61,0.64,41.02,0.0228,12.65,0.86,28.52,0.013,12.55,0.3,32.21,0.0174,12.65,0.71,28.71,0.0162,12.6,0.75,30.98,0.0175,91.5
6108,12.66,0.72,30.73,0.013,12.67,0.46,33.1,0.013,12.67,0.81,42.13,0.0203,12.64,0.35,29.76,0.013,12.63,0.57,31.41,0.013,12.63,0.69,34.06,0.0181,12.61,0.65,33.27,0.013,91.5
6109,12.7,0.43,34.08,0.016,12.62,0.41,27.36,0.013,12.57,0.69,41.84,0.013,12.64,0.3,27.46,0.0145,12.7,0.89,33.01,0.013,12.7,0.8,28.12,0.019,12.69,0.67,28.41,0.0137,91.5
6110,12.66,0.74,33.38,0.0222,12.7,0.35,29.66,0.013,12.58,0.78,38.86,0.013,12.63,0.55,31.13,0.013,12.7,0.37,34.62,0.025,12.68,0.37,34.58,0.0171,12.6,0.71,33.33,0.013,91.5
6111,12.7,0.74,32.48,0.013,12.62,0.49,34.16,0.013,12.64,0.5,39.23,0.013,12.69,0.35,33.01,0.013,12.7,0.81,28.98,0.013,12.65,0.72,29.05,0.013,12.63,0.74,30.92,0.0143,91.5
6112,12.64,0.74,27.57,0.013,12.7,0.7,27.82,0.0166,12.65,0.67,41.82,0.0182,12.63,0.75,31.61,0.013,12.68,0.42,34.14,0.0161,12.66,0.56,27.67,0.0157,12.57,0.73,33.1,0.016,91.5
6113,12.7,0.62,27.29,0.0133,12.62,0.52,31.31,0.0244,12.69,0.8,41.69,0.016,12.56,0.74,34.8,0.0196,12.59,0.36,32.87,0.0242,12.63,0.52,28.34,0.0164,12.63,0.72,32.11,0.013,91.5
6114,12.66,0.41,28.11,0.013,12.67,0.42,31.69,0.013,12.66,0.74,38.56,0.0138,12.65,0.47,30.3,0.013,12.64,0.32,32.0,0.0191,12.57,0.72,31.06,0.013,12.59,0.84,34.11,0.013,91.5
6115,12.69,0.38,31.6,0.025,12.7,0.3,29.26,0.0196,12.64,0.4,38.54,0.013,12.66,0.35,30.28,0.0144,12.7,0.58,32.15,0.0202,12.65,0.78,33.67,0.013,12.57,0.46,34.87,0.013,91.5
6116,12.65,0.75,31.32,0.018,12.7,0.3,30.26,0.013,12.7,0.47,39.14,0.013,12.6,0.44,32.58,0.0163,12.68,0.89,31.54,0.013,12.58,0.84,34.1,0.013,12.66,0.46,34.45,0.013,91.5
6117,12.7,0.85,34.58,0.0136,12.67,0.58,34.31,0.013,12.69,0.89,41.21,0.0198,12.53,0.42,30.59,0.02,12.57,0.5,31.91,0.0146,12.62,0.54,28.51,0.013,12.61,0.66,30.67,0.013,91.5
6118,12.66,0.68,32.59,0.013,12.65,0.76,27.52,0.013,12.7,0.7,41.35,0.0193,12.6,0.5,32.15,0.0197,12.68,0.79,30.18,0.0161,12.67,0.76,33.47,0.0157,12.57,0.88,32.7,0.013,91.5
6119,12.7,0.36,29.46,0.013,12.7,0.73,28.31,0.013,12.67,0.55,39.76,0.013,12.7,0.35,31.19,0.019,12.62,0.5,33.53,0.014,12.68,0.41,32.2,0.013,12.57,0.43,30.97,0.013,91.5
6120,12.68,0.82,28.26,0.0223,12.69,0.84,34.16,0.013,12.59,0.72,40.89,0.014,12.62,0.3,30.12,0.013,12.69,0.3,34.43,0.013,12.61,0.71,27.56,0.013,12.52,0.54,32.96,0.0185,91.5
6121,12.69,0.82,33.87,0.0134,12.68,0.45,28.51,0.0194,12.64,0.75,38.78,0.013,12.69,0.34,27.09,0.0149,12.63,0.71,32.82,0.013,12.57,0.58,27.99,0.013,12.6,0.5,30.09,0.013,91.5
6122,12.7,0.5,30.73,0.0171,12.59,0.43,28.48,0.0159,12.61,0.65,38.44,0.0241,12.67,0.51,31.87,0.017,12.62,0.43,33.73,0.0199,12.59,0.66,29.32,0.0177,12.6,0.41,31.24,0.013,91.5
6123,12.66,0.64,32.23,0.015,12.7,0.75,31.65,0.0211,12.68,0.44,41.78,0.0151,12.68,0.77,32.09,0.015,12.67,0.37,32.42,0.013,12.66,0.77,29.9,0.0142,12.56,0.52,31.65,0.013,91.5
6124,12.7,0.69,31.61,0.013,12.69,0.65,34.84,0.013,12.68,0.56,40.99,0.0151,12.56,0.6,28.83,0.0163,12.7,0.63,29.2,0.0172,12.65,0.6,30.72,0.0149,12.59,0.4,27.13,0.013,91.5
6125,12.7,0.67,27.85,0.0215,12.62,0.62,30.47,0.013,12.61,0.79,40.93,0.0188,12.66,0.41,31.83,0.013,12.63,0.39,32.75,0.0186,12.63,0.67,27.16,0.0221,12.57,0.77,29.53,0.0166,91.5
6126,12.66,0.9,27.46,0.0139,12.65,0.77,31.2,0.013,12.66,0.45,38.37,0.013,12.65,0.57,27.14,0.0184,12.6,0.8,28.48,0.013,12.61,0.9,30.33,0.0142,12.68,0.37,33.12,0.013,91.5
6127,12.7,0.38,30.02,0.013,12.69,0.68,33.6,0.013,12.69,0.69,41.28,0.0153,12.7,0.37,33.74,0.013,12.66,0.46,31.75,0.0169,12.54,0.35,31.46,0.0186,12.59,0.62,30.45,0.013,91.5
6128,12.7,0.63,29.83,0.0131,12.7,0.71,32.51,0.013,12.62,0.4,39.5,0.0234,12.65,0.54,32.29,0.013,12.61,0.9,31.59,0.0225,12.58,0.49,31.96,0.014,12.53,0.64,29.79,0.013,91.5
6129,12.66,0.83,32.43,0.0201,12.63,0.61,34.98,0.0176,12.7,0.84,41.77,0.013,12.7,0.89,29.23,0.013,12.67,0.53,27.25,0.013,12.54,0.58,29.61,0.013,12.59,0.64,32.53,0.013,91.5
6130,12.63,0.75,32.09,0.013,12.64,0.69,31.86,0.013,12.65,0.4,39.83,0.0185,12.7,0.37,29.56,0.0217,12.69,0.45,28.26,0.013,12.7,0.65,33.84,0.0221,12.59,0.64,29.61,0.013,91.5
6131,12.7,0.87,34.75,0.0144,12.69,0.56,30.38,0.013,12.66,0.75,38.8,0.0144,12.65,0.3,29.37,0.013,12.6,0.61,31.7,0.013,12.6,0.49,30.77,0.0187,12.62,0.33,31.55,0.013,91.5
6132,12.67,0.88,33.95,0.0134,12.64,0.44,29.63,0.02,12.64,0.73,39.31,0.018,12.69,0.48,27.17,0.0143,12.63,0.85,33.26,0.0147,12.57,0.4,33.55,0.0195,12.7,0.84,31.34,0.0169,91.5
6133,12.7,0.65,30.95,0.013,12.68,0.9,34.86,0.0142,12.6,0.82,38.11,0.0138,12.64,0.58,33.56,0.0142,12.64,0.9,34.97,0.013,12.66,0.57,29.28,0.013,12.57,0.9,34.09,0.013,91.5
6134,12.7,0.8,30.91,0.0168,12.7,0.87,33.47,0.0179,12.63,0.66,41.52,0.0214,12.6,0.71,28.63,0.0144,12.7,0.75,29.59,0.0158,12.62,0.79,32.62,0.0199,12.65,0.4,29.38,0.013,91.5
6135,12.66,0.46,32.49,0.0143,12.68,0.36,33.54,0.013,12.64,0.72,40.22,0.013,12.58,0.3,28.57,0.0144,12.62,0.39,30.49,0.013,12.61,0.86,33.29,0.0134,12.63,0.74,29.46,0.013,91.5
6136,12.64,0.56,27.96,0.0174,12.7,0.67,28.48,0.0184,12.69,0.86,40.64,0.016,12.64,0.57,29.78,0.0184,12.7,0.54,29.35,0.0171,12.53,0.4,34.75,0.013,12.5,0.3,29.52,0.0193,91.5
6137,12.7,0.47,35.03,0.0187,12.62,0.78,30.74,0.0155,12.68,0.5,38.43,0.013,12.64,0.65,33.98,0.0147,12.59,0.3,33.23,0.0193,12.64,0.43,28.82,0.0159,12.54,0.48,28.7,0.013,91.5
6138,12.67,0.68,31.13,0.013,12.65,0.44,27.16,0.013,12.61,0.55,40.06,0.0203,12.67,0.49,32.33,0.0149,12.6,0.8,27.8,0.0136,12.65,0.55,32.53,0.013,12.59,0.58,31.1,0.0157,91.5
6139,12.7,0.9,34.3,0.013,12.65,0.41,31.32,0.013,12.69,0.55,40.73,0.013,12.7,0.49,27.9,0.0166,12.66,0.44,28.84,0.0193,12.6,0.3,34.92,0.013,12.7,0.77,28.91,0.0179,91.5
6140,12.7,0.47,34.68,0.013,12.63,0.57,27.6,0.013,12.68,0.68,40.28,0.013,12.7,0.79,31.14,0.013,12.7,0.8,29.11,0.013,12.63,0.74,31.2,0.0145,12.58,0.44,34.62,0.0163,91.5
6141,12.68,0.37,31.64,0.013,12.6,0.32,28.48,0.013,12.7,0.62,38.23,0.013,12.56,0.55,30.67,0.013,12.64,0.39,27.53,0.013,12.5,0.52,29.08,0.0144,12.65,0.54,27.79,0.0182,91.5
6142,12.7,0.73,27.78,0.0131,12.7,0.74,29.28,0.013,12.7,0.71,39.88,0.0194,12.6,0.45,30.18,0.013,12.66,0.55,30.81,0.013,12.58,0.49,27.79,0.0162,12.61,0.74,29.88,0.0154,91.5
6143,12.7,0.71,31.6,0.013,12.7,0.9,33.52,0.019,12.7,0.83,39.18,0.0162,12.59,0.4,32.51,0.0191,12.7,0.66,30.75,0.013,12.66,0.82,31.3,0.0203,12.57,0.42,34.43,0.013,91.5
6144,12.7,0.9,31.83,0.0159,12.64,0.69,27.81,0.0159,12.7,0.62,39.6,0.0228,12.64,0.7,32.29,0.013,12.62,0.4,28.03,0.013,12.59,0.56,33.63,0.0178,12.59,0.47,33.69,0.013,91.5
6145,12.7,0.46,33.26,0.013,12.65,0.85,34.37,0.013,12.63,0.69,39.23,0.013,12.7,0.63,31.04,0.019,12.7,0.9,33.01,0.013,12.52,0.81,31.66,0.0177,12.61,0.75,27.2,0.013,91.5
6146,12.69,0.34,27.42,0.013,12.69,0.75,31.55,0.0139,12.66,0.38,39.19,0.013,12.65,0.52,28.39,0.0196,12.67,0.41,31.62,0.013,12.61,0.62,29.85,0.013,12.61,0.82,31.65,0.013,91.5
6147,12.7,0.55,30.74,0.013,12.69,0.35,27.86,0.0206,12.55,0.56,41.26,0.0157,12.69,0.75,29.07,0.0142,12.64,0.51,33.51,0.02,12.63,0.47,29.23,0.0222,12.59,0.54,30.42,0.0147,91.5
6148,12.68,0.34,34.42,0.0139,12.7,0.33,34.87,0.013,12.65,0.72,38.97,0.013,12.63,0.38,27.74,0.013,12.61,0.55,34.73,0.013,12.61,0.76,27.28,0.0141,12.63,0.71,29.83,0.013,91.5
6149,12.63,0.43,34.92,0.013,12.7,0.82,27.11,0.0177,12.7,0.3,42.07,0.013,12.66,0.74,28.32,0.013,12.64,0.37,28.53,0.0172,12.57,0.79,33.55,0.0149,12.63,0.69,30.81,0.013,91.5
6150,12.7,0.4,28.57,0.013,12.65,0.77,28.3,0.0148,12.7,0.73,42.0,0.0156,12.6,0.76,27.2,0.013,12.6,0.76,28.94,0.0203,12.59,0.6,27.2,0.0143,12.65,0.75,30.18,0.013,91.5
6151,12.7,0.39,33.93,0.013,12.68,0.55,28.52,0.025,12.66,0.72,39.72,0.0141,12.62,0.72,27.52,0.0134,12.7,0.56,30.67,0.013,12.68,0.67,31.22,0.0153,12.61,0.77,32.63,0.0159,91.5
6152,12.66,0.39,28.09,0.013,12.64,0.74,33.96,0.0189,12.66,0.57,38.1,0.0189,12.69,0.46,31.81,0.0136,12.67,0.71,28.39,0.013,12.62,0.74,34.67,0.0147,12.6,0.85,28.04,0.0164,91.5
6153,12.66,0.83,33.66,0.0145,12.7,0.36,29.79,0.0152,12.65,0.45,39.79,0.0199,12.7,0.44,28.85,0.0192,12.69,0.61,30.44,0.0146,12.53,0.72,34.72,0.013,12.57,0.45,34.51,0.013,91.5
6154,12.66,0.45,29.19,0.0162,12.7,0.52,33.73,0.013,12.63,0.4,39.49,0.0219,12.66,0.54,31.42,0.0185,12.5,0.46,34.19,0.013,12.63,0.88,31.68,0.0152,12.63,0.31,29.16,0.0147,91.5
6155,12.7,0.6,34.6,0.013,12.7,0.46,27.35,0.0166,12.62,0.8,38.81,0.013,12.68,0.52,33.1,0.013,12.7,0.9,32.76,0.013,12.57,0.73,32.79,0.021,12.53,0.3,31.77,0.0168,91.5
6156,12.7,0.8,32.64,0.013,12.67,0.3,34.67,0.013,12.63,0.9,40.9,0.013,12.6,0.48,32.05,0.0208,12.63,0.54,31.74,0.0192,12.61,0.88,30.46,0.013,12.64,0.9,30.26,0.0136,91.5
6157,12.69,0.74,30.19,0.0137,12.7,0.77,33.86,0.013,12.7,0.71,38.91,0.0167,12.57,0.32,33.78,0.013,12.66,0.87,28.59,0.0149,12.57,0.46,30.06,0.013,12.6,0.3,27.48,0.013,91.5
6158,12.65,0.7,29.29,0.0156,12.7,0.79,30.75,0.014,12.66,0.82,39.39,0.016,12.67,0.83,27.12,0.0147,12.65,0.6,34.65,0.013,12.63,0.74,31.33,0.013,12.63,0.37,31.46,0.013,91.5
6159,12.7,0.71,28.92,0.0211,12.7,0.67,28.25,0.015,12.61,0.47,40.36,0.013,12.7,0.82,30.64,0.013,12.57,0.33,30.82,0.0132,12.63,0.45,33.24,0.013,12.57,0.88,32.55,0.025,91.5
6160,12.62,0.86,32.45,0.0187,12.62,0.62,28.8,0.013,12.62,0.77,40.31,0.013,12.65,0.79,30.11,0.0219,12.68,0.73,32.15,0.0158,12.65,0.33,32.03,0.013,12.53,0.9,30.12,0.013,91.5
6161,12.7,0.83,34.34,0.013,12.69,0.71,28.8,0.013,12.57,0.68,39.81,0.0179,12.68,0.76,32.95,0.013,12.63,0.36,28.77,0.0217,12.67,0.71,32.79,0.0181,12.63,0.38,31.59,0.019,91.5
6162,12.7,0.74,33.19,0.013,12.7,0.9,32.64,0.016,12.65,0.4,41.29,0.023,12.7,0.63,30.1,0.0206,12.69,0.77,31.55,0.0171,12.64,0.52,31.97,0.0136,12.62,0.89,29.64,0.013,91.5
6163,12.64,0.9,33.75,0.0153,12.64,0.55,29.97,0.0168,12.64,0.71,39.3,0.0145,12.66,0.45,30.47,0.0183,12.65,0.88,34.41,0.013,12.68,0.63,32.84,0.0137,12.61,0.78,28.1,0.0156,91.5
6164,12.62,0.61,33.21,0.013,12.7,0.51,26.98,0.013,12.68,0.79,41.59,0.019,12.69,0.33,29.91,0.0134,12.69,0.73,27.44,0.013,12.64,0.84,31.63,0.0181,12.6,0.56,27.05,0.0159,91.5
6165,12.7,0.5,34.9,0.013,12.7,0.61,30.13,0.013,12.7,0.59,39.93,0.0162,12.64,0.4,33.9,0.0183,12.65,0.67,34.69,0.0206,12.56,0.82,30.82,0.0135,12.57,0.87,33.57,0.019,91.5
6166,12.67,0.8,32.98,0.0164,12.7,0.79,31.62,0.0194,12.63,0.79,38.5,0.013,12.64,0.73,29.32,0.0168,12.68,0.77,31.62,0.015,12.7,0.57,30.95,0.013,12.68,0.5,31.63,0.0137,91.5
6167,12.7,0.57,28.75,0.0142,12.7,0.56,27.47,0.018,12.66,0.9,39.12,0.0169,12.7,0.62,31.41,0.013,12.69,0.47,32.95,0.018,12.59,0.9,32.37,0.013,12.57,0.61,31.2,0.014,91.5
6168,12.69,0.83,33.2,0.013,12.7,0.79,31.47,0.014,12.7,0.3,38.94,0.013,12.63,0.53,32.9,0.013,12.65,0.64,33.73,0.021,12.66,0.64,31.03,0.0171,12.64,0.45,32.47,0.013,91.5
6169,12.69,0.3,29.56,0.013,12.7,0.54,33.25,0.025,12.64,0.82,41.88,0.0157,12.7,0.39,30.37,0.013,12.69,0.76,31.04,0.013,12.63,0.55,28.2,0.0164,12.57,0.32,28.71,0.0179,91.5
6170,12.7,0.49,35.03,0.013,12.7,0.59,31.44,0.0153,12.61,0.57,40.07,0.013,12.57,0.56,28.75,0.013,12.62,0.62,28.12,0.013,12.59,0.35,34.53,0.013,12.63,0.38,28.31,0.0135,91.5
6171,12.66,0.9,30.03,0.013,12.65,0.66,29.7,0.013,12.69,0.62,40.93,0.0136,12.66,0.81,31.72,0.013,12.66,0.9,29.31,0.0138,12.64,0.52,29.87,0.02,12.61,0.74,31.34,0.0172,91.5
6172,12.7,0.42,29.27,0.013,12.7,0.45,29.87,0.013,12.7,0.42,41.77,0.0185,12.62,0.85,32.13,0.0196,12.7,0.79,32.72,0.017,12.57,0.87,33.48,0.013,12.63,0.68,34.59,0.013,91.5
6173,12.68,0.9,28.92,0.013,12.7,0.3,30.42,0.013,12.7,0.38,40.43,0.0186,12.69,0.34,28.62,0.013,12.63,0.55,31.57,0.022,12.56,0.47,32.05,0.013,12.64,0.77,32.49,0.0139,91.5
6174,12.63,0.89,32.29,0.0132,12.65,0.89,33.81,0.013,12.64,0.71,38.09,0.0181,12.7,0.9,29.26,0.0145,12.7,0.32,27.16,0.013,12.59,0.62,31.76,0.0134,12.66,0.56,33.98,0.0245,91.5
6175,12.7,0.9,27.88,0.015,12.65,0.59,27.3,0.013,12.62,0.78,38.25,0.013,12.7,0.8,27.44,0.013,12.61,0.8,31.33,0.0184,12.61,0.46,33.16,0.0137,12.68,0.71,34.3,0.0172,91.5
6176,12.69,0.66,34.61,0.013,12.7,0.33,29.86,0.0219,12.66,0.89,38.82,0.013,12.7,0.78,27.76,0.013,12.7,0.34,34.25,0.0175,12.63,0.6,34.83,0.0137,12.67,0.79,34.64,0.016,91.5
6177,12.69,0.74,29.4,0.015,12.7,0.87,34.67,0.0142,12.67,0.9,39.53,0.0145,12.51,0.88,27.9,0.015,12.6,0.41,28.48,0.0169,12.6,0.8,32.05,0.013,12.67,0.87,29.92,0.0152,91.5
6178,12.64,0.84,29.42,0.0144,12.68,0.52,33.69,0.0163,12.67,0.72,38.82,0.0144,12.61,0.49,32.01,0.013,12.67,0.58,32.26,0.013,12.67,0.56,30.15,0.013,12.66,0.45,31.41,0.0178,91.5
6179,12.7,0.78,27.36,0.013,12.69,0.49,28.09,0.013,12.64,0.9,38.28,0.013,12.62,0.6,29.06,0.0228,12.57,0.42,32.45,0.018,12.7,0.6,31.24,0.0137,12.67,0.7,34.86,0.0225,91.5
6180,12.7,0.74,29.04,0.013,12.7,0.6,29.86,0.0224,12.7,0.77,39.65,0.013,12.59,0.77,29.0,0.0204,12.64,0.39,32.16,0.021,12.63,0.75,29.16,0.013,12.63,0.46,29.37,0.013,91.5
